date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:19:58	52130/52130	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Feb%202017%2015:10:00%20GMT	https://www.imperial-hotel-copenhagen.com/uploads/tx_templavoila/720x469-imperial-hotel-morgenmad-1.jpg	C:/My%20Web%20Sites/Imperial%20Hotel/www.imperial-hotel-copenhagen.com/uploads/tx_templavoila/720x469-imperial-hotel-morgenmad-1.jpg	(from https://www.imperial-hotel-copenhagen.com/the-hotel/gallery/restaurant/)
18:19:58	93721/93721	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Sep%202018%2012:27:31%20GMT	https://www.imperial-hotel-copenhagen.com/uploads/tx_templavoila/720x469-2018-09-Imperial-Hotel-morgenmadsrestaurant-3.jpg	C:/My%20Web%20Sites/Imperial%20Hotel/www.imperial-hotel-copenhagen.com/uploads/tx_templavoila/720x469-2018-09-Imperial-Hotel-morgenmadsrestaurant-3.jpg	(from https://www.imperial-hotel-copenhagen.com/the-hotel/gallery/restaurant/)
18:19:58	53706/53706	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Feb%202017%2015:13:34%20GMT	https://www.imperial-hotel-copenhagen.com/uploads/tx_templavoila/720x469-imperial-hotel-morgenmad-10.jpg	C:/My%20Web%20Sites/Imperial%20Hotel/www.imperial-hotel-copenhagen.com/uploads/tx_templavoila/720x469-imperial-hotel-morgenmad-10.jpg	(from https://www.imperial-hotel-copenhagen.com/the-hotel/gallery/restaurant/)
18:19:58	80002/80002	---M--	200	added ('OK')	image/jpeg	date:Fri,%2017%20Feb%202017%2013:41:19%20GMT	https://www.imperial-hotel-copenhagen.com/uploads/tx_templavoila/720x469-imperial-hotel-morgenmad-9.jpg	C:/My%20Web%20Sites/Imperial%20Hotel/www.imperial-hotel-copenhagen.com/uploads/tx_templavoila/720x469-imperial-hotel-morgenmad-9.jpg	(from https://www.imperial-hotel-copenhagen.com/the-hotel/gallery/restaurant/)
18:19:58	96295/96295	---M--	200	added ('OK')	image/jpeg	date:Fri,%2017%20Feb%202017%2013:42:01%20GMT	https://www.imperial-hotel-copenhagen.com/uploads/tx_templavoila/720x469-imperial-hotel-morgenmad-5.jpg	C:/My%20Web%20Sites/Imperial%20Hotel/www.imperial-hotel-copenhagen.com/uploads/tx_templavoila/720x469-imperial-hotel-morgenmad-5.jpg	(from https://www.imperial-hotel-copenhagen.com/the-hotel/gallery/restaurant/)
18:19:59	82109/82109	---M--	200	added ('OK')	image/jpeg	date:Fri,%2017%20Feb%202017%2013:42:49%20GMT	https://www.imperial-hotel-copenhagen.com/uploads/tx_templavoila/720x469-imperial-hotel-morgenmad-6.jpg	C:/My%20Web%20Sites/Imperial%20Hotel/www.imperial-hotel-copenhagen.com/uploads/tx_templavoila/720x469-imperial-hotel-morgenmad-6.jpg	(from https://www.imperial-hotel-copenhagen.com/the-hotel/gallery/restaurant/)
18:19:59	101090/101090	---M--	200	added ('OK')	image/jpeg	date:Fri,%2017%20Feb%202017%2013:43:22%20GMT	https://www.imperial-hotel-copenhagen.com/uploads/tx_templavoila/720x469-imperial-hotel-morgenmad-7.jpg	C:/My%20Web%20Sites/Imperial%20Hotel/www.imperial-hotel-copenhagen.com/uploads/tx_templavoila/720x469-imperial-hotel-morgenmad-7.jpg	(from https://www.imperial-hotel-copenhagen.com/the-hotel/gallery/restaurant/)
18:19:59	68795/68795	---M--	200	added ('OK')	image/jpeg	date:Fri,%2017%20Feb%202017%2013:44:01%20GMT	https://www.imperial-hotel-copenhagen.com/uploads/tx_templavoila/720x469-imperial-hotel-morgenmad-8.jpg	C:/My%20Web%20Sites/Imperial%20Hotel/www.imperial-hotel-copenhagen.com/uploads/tx_templavoila/720x469-imperial-hotel-morgenmad-8.jpg	(from https://www.imperial-hotel-copenhagen.com/the-hotel/gallery/restaurant/)
18:20:01	413266/413266	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20Sep%202018%2005:59:27%20GMT	https://www.imperial-hotel-copenhagen.com/fileadmin/2017/images/Imperial/720x469/1_Facade_og_lobby/720x469-2018-09-Imperial-Hotel-lobby-1.jpg	C:/My%20Web%20Sites/Imperial%20Hotel/www.imperial-hotel-copenhagen.com/fileadmin/2017/images/Imperial/720x469/1_Facade_og_lobby/720x469-2018-09-Imperial-Hotel-lobby-1.jpg	(from https://www.imperial-hotel-copenhagen.com/the-hotel/gallery/press-kit/)
18:20:01	43579/43579	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Feb%202017%2008:38:32%20GMT	https://www.imperial-hotel-copenhagen.com/fileadmin/2017/images/Imperial/720x469/2_Rooms/720x469-imperial-hotel-rooms-superior-double-4.jpg	C:/My%20Web%20Sites/Imperial%20Hotel/www.imperial-hotel-copenhagen.com/fileadmin/2017/images/Imperial/720x469/2_Rooms/720x469-imperial-hotel-rooms-superior-double-4.jpg	(from https://www.imperial-hotel-copenhagen.com/the-hotel/gallery/press-kit/)
